reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tokens,tokens_stopword_rm,tokens_stemmed,clean_text,raw_polarity,raw_subjectivity,clean_polarity,clean_subjectivity,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating
70992e43-12b1-407a-82f9-9e7b3ed06f4d,Ri********ia,https://play-lh.googleusercontent.com/a-/ALV-UjUmFwbvYcTXkAu1IO_34l--eQ5KhR6egJIUpHwJVOIZyY_gBiw0ZQ,"login google di aplikasi transjatim sangat bermasalah di vivo os 15. versi terbaru hanya bs loading (checking info) tanpa bisa pilih akun google dan akhirnya ga pernah bs masuk ke menu utama. terpaksa pake versi lama (1.2.1), itupun awalnya loading lama banget sampe hrs coba pake akun lain baru bs. padahal aplikasi lain yang memakai google login ga ada masalah, normal² aja, cuma app ini yg ga bs. tolong diperbaiki",1,0,1.2.7,2025-11-25 01:00:16,"Halo kak,Setelah kami lakukan pengecekan kondisi aplikasi tetap normal. Dapat dilakukan refresh pada aplikasi jika terkendala log in. TJ02
",2025-11-26 01:06:30,1.2.7,"['login', 'google', 'di', 'aplikasi', 'transjatim', 'sangat', 'bermasalah', 'di', 'vivo', 'os', '15.', 'versi', 'terbaru', 'hanya', 'bs', 'loading', '(checking', 'info)', 'tanpa', 'bisa', 'pilih', 'akun', 'google', 'dan', 'akhirnya', 'ga', 'pernah', 'bs', 'masuk', 'ke', 'menu', 'utama.', 'terpaksa', 'pake', 'versi', 'lama', '(1.2.1),', 'itupun', 'awalnya', 'loading', 'lama', 'banget', 'sampe', 'hrs', 'coba', 'pake', 'akun', 'lain', 'baru', 'bs.', 'padahal', 'aplikasi', 'lain', 'yang', 'memakai', 'google', 'login', 'ga', 'ada', 'masalah,', 'normal²', 'aja,', 'cuma', 'app', 'ini', 'yg', 'ga', 'bs.', 'tolong', 'diperbaiki']","['login', 'google', 'aplikasi', 'transjatim', 'sangat', 'bermasalah', 'vivo', 'os', '15.', 'versi', 'terbaru', 'bs', 'loading', '(checking', 'info)', 'pilih', 'akun', 'google', 'akhirnya', 'ga', 'pernah', 'bs', 'masuk', 'menu', 'utama.', 'terpaksa', 'pake', 'versi', 'lama', '(1.2.1),', 'itupun', 'awalnya', 'loading', 'lama', 'banget', 'sampe', 'hrs', 'coba', 'pake', 'akun', 'baru', 'bs.', 'padahal', 'aplikasi', 'memakai', 'google', 'login', 'ga', 'masalah,', 'normal²', 'aja,', 'cuma', 'app', 'yg', 'ga', 'bs.', 'diperbaiki']","['login', 'google', 'di', 'aplikasi', 'transjatim', 'sangat', 'bermasalah', 'di', 'vivo', 'o', '15.', 'versi', 'terbaru', 'hanya', 'b', 'loading', '(checking', 'info)', 'tanpa', 'bisa', 'pilih', 'akun', 'google', 'dan', 'akhirnya', 'ga', 'pernah', 'b', 'masuk', 'ke', 'menu', 'utama.', 'terpaksa', 'pake', 'versi', 'lama', '(1.2.1),', 'itupun', 'awalnya', 'loading', 'lama', 'banget', 'sampe', 'hr', 'coba', 'pake', 'akun', 'lain', 'baru', 'bs.', 'padahal', 'aplikasi', 'lain', 'yang', 'memakai', 'google', 'login', 'ga', 'ada', 'masalah,', 'normal', 'aja,', 'cuma', 'app', 'ini', 'yg', 'ga', 'bs.', 'tolong', 'diperbaiki']","login google di aplikasi transjatim sangat bermasalah di vivo o 15. versi terbaru hanya b loading (checking info) tanpa bisa pilih akun google dan akhirnya ga pernah b masuk ke menu utama. terpaksa pake versi lama (1.2.1), itupun awalnya loading lama banget sampe hr coba pake akun lain baru bs. padahal aplikasi lain yang memakai google login ga ada masalah, normal aja, cuma app ini yg ga bs. tolong diperbaiki",0.0,0.0,0.15,0.6499999999999999,0.0,0.0,70,0,13,Negative
9ed489cd-b5db-4bf3-879c-e33a824b8b5b,Ra**********sy,https://play-lh.googleusercontent.com/a-/ALV-UjVWtbdQc74BOR35KCY0hFQS7Wf4tT6cks3V4ayM-o-nJyFJ_kk,"masa payment gateway dimonopoli astra, harus pake astrapay, udah gitu tiket yang tersedia cuma umum, gaada tiket pelajar, percuma user interface bagus tapi dibandingkan sama aplikasi gobis yg jelek aja masih kalah",1,1,1.2.7,2025-11-21 14:02:19,,,1.2.7,"['masa', 'payment', 'gateway', 'dimonopoli', 'astra,', 'harus', 'pake', 'astrapay,', 'udah', 'gitu', 'tiket', 'yang', 'tersedia', 'cuma', 'umum,', 'gaada', 'tiket', 'pelajar,', 'percuma', 'user', 'interface', 'bagus', 'tapi', 'dibandingkan', 'sama', 'aplikasi', 'gobis', 'yg', 'jelek', 'aja', 'masih', 'kalah']","['masa', 'payment', 'gateway', 'dimonopoli', 'astra,', 'pake', 'astrapay,', 'udah', 'gitu', 'tiket', 'tersedia', 'cuma', 'umum,', 'gaada', 'tiket', 'pelajar,', 'percuma', 'user', 'interface', 'bagus', 'dibandingkan', 'sama', 'aplikasi', 'gobis', 'yg', 'jelek', 'aja', 'kalah']","['masa', 'payment', 'gateway', 'dimonopoli', 'astra,', 'harus', 'pake', 'astrapay,', 'udah', 'gitu', 'tiket', 'yang', 'tersedia', 'cuma', 'umum,', 'gaada', 'tiket', 'pelajar,', 'percuma', 'user', 'interface', 'bagus', 'tapi', 'dibandingkan', 'sama', 'aplikasi', 'gobi', 'yg', 'jelek', 'aja', 'masih', 'kalah']","masa payment gateway dimonopoli astra, harus pake astrapay, udah gitu tiket yang tersedia cuma umum, gaada tiket pelajar, percuma user interface bagus tapi dibandingkan sama aplikasi gobi yg jelek aja masih kalah",0.0,0.0,0.0,0.0,0.0,0.0,32,0,4,Negative
8271677e-c5d5-40dd-a921-0bd9cf3e87df,De**********at,https://play-lh.googleusercontent.com/a-/ALV-UjWGp0hD28kN8vB45pWcQcahD9aOht40KHlNWJXxxpsGOZkAVH5F,jos joss malangraya,5,0,1.2.7,2025-11-21 07:35:11,,,1.2.7,"['jos', 'joss', 'malangraya']","['jos', 'joss', 'malangraya']","['jos', 'joss', 'malangraya']",jos joss malangraya,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,Positive
cb8b602e-1313-4faf-83bb-19bd561b29e9,No***************an,https://play-lh.googleusercontent.com/a-/ALV-UjW7CFr25Y72NpKlhB2RU3Ycea9sT2vy5D_5hQSUJufFrDFr5wiE,ngga bisa login,3,1,1.2.7,2025-11-21 02:31:26,,,1.2.7,"['ngga', 'bisa', 'login']","['ngga', 'login']","['ngga', 'bisa', 'login']",ngga bisa login,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,Neutral
e11fd9d3-0709-46bd-8763-7899485448e8,Fa**********ky,https://play-lh.googleusercontent.com/a-/ALV-UjXBBOuUGD_8XaLqsU6BuDUdM0nb1YgRZdobcI0cN0ydAef4gaTg4g,"ac kurang dingin, jadi di dalam terasa pengap",4,1,1.2.7,2025-11-21 01:03:05,,,1.2.7,"['ac', 'kurang', 'dingin,', 'jadi', 'di', 'dalam', 'terasa', 'pengap']","['ac', 'kurang', 'dingin,', 'jadi', 'terasa', 'pengap']","['ac', 'kurang', 'dingin,', 'jadi', 'di', 'dalam', 'terasa', 'pengap']","ac kurang dingin, jadi di dalam terasa pengap",0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,Positive
7699ba44-3ffc-4bc4-b979-9f870037675b,Af**di,https://play-lh.googleusercontent.com/a/ACg8ocLXLbdCCjlizIo5YLK5rpieF4nOchmH5S2d6h-LDIpG1ucvarCm=mo,unstable,3,0,1.2.7,2025-11-20 10:03:11,"Halo kak, dapat diinfokan detail aduannya ? agar segera kami tindak lanjuti. TJ02
",2025-11-21 04:16:51,1.2.7,['unstable'],['unstable'],['unstable'],unstable,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Neutral
bc8f745f-de50-4b79-b19e-7b83b6088bc5,fe************na,https://play-lh.googleusercontent.com/a-/ALV-UjVYr34HuVzrHTdpqjAPJESmV2zviNCJNRzJvyQ0UsmIdts-Dr8,can't login even already made a new google account,1,1,,2025-11-08 12:12:30,"Halo kak, jika terkendala aplikasi dapat melalukan forced close (tutup paksa) pada aplikasi. Kemudian login kembali dan pastikan jaringan terhubung dengan baik. TJ02",2025-11-10 01:33:52,,"[""can't"", 'login', 'even', 'already', 'made', 'a', 'new', 'google', 'account']","[""can't"", 'login', 'even', 'already', 'made', 'new', 'google', 'account']","[""can't"", 'login', 'even', 'already', 'made', 'a', 'new', 'google', 'account']",can't login even already made a new google account,0.13636363636363635,0.45454545454545453,0.13636363636363635,0.45454545454545453,0.13636363636363635,0.45454545454545453,9,0,1,Negative
8037c0b4-dcb7-4ecd-bbd7-b87af9853267,Re**********ad,https://play-lh.googleusercontent.com/a-/ALV-UjX5PlpZ85NELRi30-74Dj_bdEDAx-5xq1fPAkcR65fwzk7Nd4aN,"bisnya membahayakan penumpang. penumpang baru naik langsung di-gas ama supirnya. 2 kali tidak dibukakan pintu, padahal masih bisa berdiri. evaluasi dong",1,0,1.2.6,2025-11-08 10:10:21,"Halo kak, Dapat diinfokan secara detail aduannya kak waktu, tanggal, dan tempat beserta kode bus, ataupun foto tiket busnya melalui DM sosial media kami ? agar dapat segera kami tindak lanjuti. Segala tindakan yang melanggar SOP layanan Transjatim akan diberikan sanksi secara tegas. TJ02",2025-11-10 01:34:42,1.2.6,"['bisnya', 'membahayakan', 'penumpang.', 'penumpang', 'baru', 'naik', 'langsung', 'di-gas', 'ama', 'supirnya.', '2', 'kali', 'tidak', 'dibukakan', 'pintu,', 'padahal', 'masih', 'bisa', 'berdiri.', 'evaluasi', 'dong']","['bisnya', 'membahayakan', 'penumpang.', 'penumpang', 'baru', 'naik', 'langsung', 'di-gas', 'ama', 'supirnya.', '2', 'kali', 'dibukakan', 'pintu,', 'padahal', 'berdiri.', 'evaluasi', 'dong']","['bisnya', 'membahayakan', 'penumpang.', 'penumpang', 'baru', 'naik', 'langsung', 'di-gas', 'ama', 'supirnya.', '2', 'kali', 'tidak', 'dibukakan', 'pintu,', 'padahal', 'masih', 'bisa', 'berdiri.', 'evaluasi', 'dong']","bisnya membahayakan penumpang. penumpang baru naik langsung di-gas ama supirnya. 2 kali tidak dibukakan pintu, padahal masih bisa berdiri. evaluasi dong",0.0,0.0,0.0,0.0,0.0,0.0,21,0,5,Negative
89e35648-d14b-410b-b8d4-0a0cf5f29935,Mu************ir,https://play-lh.googleusercontent.com/a-/ALV-UjVBu_ZOIHD0Lfeu7HKLNiN3ZO6_YVr-XEWlthoFsrNcXbxqWf0,luar biasa,5,0,1.2.6,2025-11-07 01:21:09,"Halo kak, terima kasih atas apresiasi dan support yang diberikan. TJ02 😊

",2025-11-10 01:33:08,1.2.6,"['luar', 'biasa']","['luar', 'biasa']","['luar', 'biasa']",luar biasa,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,Positive
85ebadcb-b4ae-450a-bec8-4d30fd9dc12c,Al***************el,https://play-lh.googleusercontent.com/a-/ALV-UjUlFzSxaR8lWWKf3ovtHwlL7kxcQBtrd3CVK-oi60OJJwIJ6Krj,"aplikasinya sering bug, saya tidak bsia login",3,0,,2025-11-06 23:03:21,"Halo kak, tidak ada kendala pada aplikasi. Jika dirasa tidak bisa log in dapat melakukan refresh pada aplikasi dan pastikan jaringan terhubung dengan baik. TJ02",2025-11-07 01:29:28,,"['aplikasinya', 'sering', 'bug,', 'saya', 'tidak', 'bsia', 'login']","['aplikasinya', 'sering', 'bug,', 'bsia', 'login']","['aplikasinya', 'sering', 'bug,', 'saya', 'tidak', 'bsia', 'login']","aplikasinya sering bug, saya tidak bsia login",0.0,0.0,0.0,0.0,0.0,0.0,7,0,1,Neutral
741ae657-5286-4fd4-8b91-dea8b31c90d0,An***********di,https://play-lh.googleusercontent.com/a-/ALV-UjUFCyKPsdYUfCm3oCMomcQxAOKzhLoCOo6BYdHXy4aOaepYo5o,aplikasi dengan peta integrasi terbaik 🫰,5,0,1.2.4,2025-10-18 23:44:29,"Halo kak, terima kasih atas apresiasi dan support yang diberikan. TJ02 😊
",2025-10-20 02:13:43,1.2.4,"['aplikasi', 'dengan', 'peta', 'integrasi', 'terbaik', '🫰']","['aplikasi', 'peta', 'integrasi', 'terbaik', '🫰']","['aplikasi', 'dengan', 'peta', 'integrasi', 'terbaik', '']",aplikasi dengan peta integrasi terbaik ,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,Positive
28decc0b-2bcb-437c-946f-12497e752d8f,Vi*********da,https://play-lh.googleusercontent.com/a-/ALV-UjWl4R5VZhr0ROTs3jbHq1v8tlIkbnm3aeHYabwNDNbMcIZKykgiMA,tolong jam operasional antar bus nya lebih cepat jangan terlalu lama karena penumpangnya banyak,5,0,1.2.4,2025-10-17 06:02:59,"Halo kak, keberangkatan bus sesuai dengan time table yang di post melalui IG story kami. TJ02",2025-10-20 02:11:36,1.2.4,"['tolong', 'jam', 'operasional', 'antar', 'bus', 'nya', 'lebih', 'cepat', 'jangan', 'terlalu', 'lama', 'karena', 'penumpangnya', 'banyak']","['jam', 'operasional', 'antar', 'bus', 'nya', 'lebih', 'cepat', 'jangan', 'terlalu', 'lama', 'penumpangnya', 'banyak']","['tolong', 'jam', 'operasional', 'antar', 'bus', 'nya', 'lebih', 'cepat', 'jangan', 'terlalu', 'lama', 'karena', 'penumpangnya', 'banyak']",tolong jam operasional antar bus nya lebih cepat jangan terlalu lama karena penumpangnya banyak,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,Positive
51d1423c-e269-4de8-81f8-29e7421998d8,Be***************tu,https://play-lh.googleusercontent.com/a-/ALV-UjV-xrNSpe7AThNChqk2WTdRBJisrCapmgYieEop7BfB5vZoQcHc,medioker,1,0,,2025-10-16 10:14:21,"Halo kak, apakah terkendala saat menggunakan layanan transjatim ? Dapat diinfokan secara detail. Agar segera kami tindak lanjuti. TJ02
",2025-10-20 02:10:40,,['medioker'],['medioker'],['medioker'],medioker,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Negative
4248cbef-7f06-465f-b4ec-f633c66b6654,Ri**********li,https://play-lh.googleusercontent.com/a-/ALV-UjW3lKmsFtkOZESAPUYpVa8QcyK61ISWa7UiWhSWvknifrYuwvg,"armada sedikit, kecil lagi kapasitas nya tambahin dong gedein juga biar muat banyak kek transjateng",1,1,1.2.1,2025-08-18 01:39:53,"Halo kak, ukuran bus sudah sesuai standart untuk jarak tempuh antar kota/kabupaten dengan mode rapid transit. Kami perbolehkan membawa barang bawaan dengan kapasitas maksimum dikarenakan layanan bus transjatim memprioritaskan mobilitas pnp.",2025-08-20 01:06:02,1.2.1,"['armada', 'sedikit,', 'kecil', 'lagi', 'kapasitas', 'nya', 'tambahin', 'dong', 'gedein', 'juga', 'biar', 'muat', 'banyak', 'kek', 'transjateng']","['armada', 'sedikit,', 'kecil', 'kapasitas', 'nya', 'tambahin', 'dong', 'gedein', 'biar', 'muat', 'banyak', 'kek', 'transjateng']","['armada', 'sedikit,', 'kecil', 'lagi', 'kapasitas', 'nya', 'tambahin', 'dong', 'gedein', 'juga', 'biar', 'muat', 'banyak', 'kek', 'transjateng']","armada sedikit, kecil lagi kapasitas nya tambahin dong gedein juga biar muat banyak kek transjateng",0.0,0.0,0.0,0.0,0.0,0.0,15,0,1,Negative
9fced434-9090-49d8-a071-766db52c02c0,Ap******to,https://play-lh.googleusercontent.com/a/ACg8ocK1t0ho-WCIIJdfVGVdWP4tijQYfRRzo59-4po7QmG_CyU2CQ=mo,terima kasih. sangat bermanfaat,5,0,1.2.1,2025-07-25 03:17:47,"
Halo kak, Terima kasih atas apresiasi yang diberikan, kami tunggu kembali di Transjatim! 😊",2025-07-28 01:53:16,1.2.1,"['terima', 'kasih.', 'sangat', 'bermanfaat']","['terima', 'kasih.', 'sangat', 'bermanfaat']","['terima', 'kasih.', 'sangat', 'bermanfaat']",terima kasih. sangat bermanfaat,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,Positive
adb4e28a-7831-4f5c-b7ac-a15ce5d286b1,ri********an,https://play-lh.googleusercontent.com/a-/ALV-UjW7leJWAAr2mJ9gcn4pcWkoSa9SdLMEFI1JupkwUp_KFEitGe65KA,lemotttttt,1,0,1.2.1,2025-05-29 05:06:32,"Halo kak dapat diinfokan secara detail kak waktu, tanggal, dan tempat kejadian melalui DM kami ? agar dapat segera kami tindak lanjuti 🙏
",2025-06-02 08:02:59,1.2.1,['lemotttttt'],['lemotttttt'],['lemotttttt'],lemotttttt,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Negative
2ffad6ef-c278-4413-8eed-cc18f5742973,Da***********to,https://play-lh.googleusercontent.com/a-/ALV-UjVWm3KYM6HJ1WJ5o_F6PrcwtrK4ILSmen2coS_1hiM9n6qNmxKa4g,niceeeeeee,5,0,1.2.1,2025-03-26 01:00:10,,,1.2.1,['niceeeeeee'],['niceeeeeee'],['niceeeeeee'],niceeeeeee,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Positive
